Player,Nation,Pos,Squad,Age,Goals,Shots,Shots on Target,Shots on Target %,Average Shot Distance,Freekicks Attempted,Penalties Scored,Penalties Attempted,xG,Non-penalty xG,Non-penalty xG/shot,Goals - xG,Non-penalty Goals - Non-penalty xG,Passes Completed,Passes Attempted,Pass Completion %,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Short Pass Completion %,Medium Passes Completed,Medium Passes Attempted,Medium Pass Completion %,Long Passes Completed,Long Passes Attempted,Long Pass Completion %,Assists,xA,Assists - xA,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes Completed,Open-play Passes,Dead-ball Passes,Free-kick Passes,Throughballs,Passes under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corners,Outswinging Corners,Straight Corners,Ground Passes,Low Passes,High Passes,Passes from Left Foot,Passes from Right Foot,Headed Passes,Throw-ins Taken,Passes from Other Bodypart,Offside Passes,Out-of-bound Passes,Passes Intercepted,Passes Blocked,Shot-creating Actions,Open-play Shot-creating Passes,Dead-ball Shot-creating Actions,Shot-creating Dribbles,Shot-creating Shots,Shot-creating Actions Fouls Drawn,Shot-creating Defensive Actions,Goal-creating Actions,Open-play Goal-creating Passes,Dead-ball Goal-creating Actions,Goal-creating Dribbles,Goal-creating Shots,Goal-creating Fouls Drawn,Goal-creating Defensive Actions,Action leading to Opposition Own-goal,Tackles Attempted,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Final Third Tackles,Successful Tackles vs Dribblers,Attempted Tackles vs Dribblers,Tackle success % vs Dribblers,Unsuccessful Tackles vs Dribblers,Pressures,Successful Pressures,Pressure Success %,Defensive Third Pressures,Middle Third Pressures,Final Third Pressures,Blocks,Shots Blocked,Shot on Target Blocked,Interceptions,Clearances,Errors,Touches,Touches in Own Penalty Area,Touches in Defensive Third,Touches in Middle Third,Touches in Attacking Third,Touches in Penalty Area,Open-play Touches,Successful Dribbles,Attempted Dribbles,Dribble Success %,Number of Players Dribbled,Nutmegs,Carries,Total Distance Carried,Progressive Distance Carried,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Times Misplaced,Times Dispossessed,Attempted Ball Receipts,Successful Ball Receipts,Successful Ball Receipt %,Progressive Passes Received,90s,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own-goals,Recoveries,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Success %,Turnovers,Open-play Shot-creating Actions,Non-penalty Goals
Leanne Kiernan,ie IRL,FW,West Ham,21-358,0.0,2.0,0.0,0.0,15.6,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,29.0,49.0,59.2,489.0,136.0,12.0,17.0,70.6,14.0,22.0,63.6,2.0,5.0,40.0,0.0,0.5,-0.5,2.0,1.0,1.0,1.0,3.0,49.0,0.0,0.0,0.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,24.0,12.0,13.0,10.0,35.0,3.0,0.0,0.0,0.0,5.0,3.0,3.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,1.0,3.0,3.0,2.0,5.0,40.0,3.0,46.0,15.0,32.6,14.0,16.0,16.0,2.0,0.0,0.0,2.0,0.0,0.0,83.0,0.0,12.0,48.0,34.0,10.0,83.0,8.0,9.0,88.9,8.0,0.0,70.0,387.0,180.0,6.0,2.0,1.0,7.0,11.0,89.0,51.0,57.3,21.0,2.2,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,19.0,2.0,1.0,66.7,18.0,5.0,0.0
Fran Kirby,eng ENG,"FW,MF",Chelsea,27-295,14.0,40.0,22.0,55.0,13.5,0.0,0.0,0.0,6.7,6.7,0.17,7.3,7.3,438.0,561.0,78.1,6764.0,1842.0,246.0,291.0,84.5,151.0,191.0,79.1,30.0,44.0,68.2,10.0,7.7,2.3,46.0,30.0,37.0,1.0,72.0,546.0,15.0,1.0,3.0,96.0,7.0,29.0,1.0,0.0,0.0,0.0,431.0,76.0,54.0,107.0,420.0,18.0,10.0,1.0,4.0,9.0,9.0,22.0,84.0,63.0,0.0,9.0,5.0,3.0,4.0,17.0,12.0,0.0,3.0,1.0,1.0,0.0,0.0,29.0,22.0,9.0,12.0,8.0,9.0,31.0,29.0,22.0,276.0,99.0,35.9,46.0,105.0,125.0,28.0,1.0,0.0,14.0,4.0,0.0,769.0,7.0,53.0,242.0,513.0,136.0,755.0,31.0,51.0,60.8,33.0,1.0,578.0,2595.0,1318.0,92.0,18.0,26.0,36.0,29.0,824.0,552.0,67.0,164.0,13.3,0.0,0.0,0.0,7.0,19.0,4.0,0.0,0.0,0.0,112.0,9.0,11.0,45.0,65.0,84.0,14.0
Wiktoria Kiszkis,pl POL,FW,West Ham,17-310,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,2.0,100.0,42.0,0.0,0.0,0.0,,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0
Emma Koivisto,fi FIN,DF,Brighton,26-207,0.0,4.0,2.0,50.0,17.0,0.0,0.0,0.0,0.6,0.6,0.15,-0.6,-0.6,211.0,277.0,76.2,3366.0,1785.0,116.0,141.0,82.3,78.0,102.0,76.5,14.0,25.0,56.0,0.0,0.3,-0.3,4.0,10.0,4.0,3.0,9.0,173.0,104.0,4.0,1.0,52.0,2.0,7.0,0.0,0.0,0.0,0.0,113.0,88.0,76.0,23.0,127.0,22.0,100.0,2.0,0.0,9.0,11.0,6.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,9.0,7.0,1.0,7.0,12.0,58.3,5.0,110.0,30.0,27.3,53.0,39.0,18.0,20.0,6.0,1.0,12.0,25.0,0.0,389.0,26.0,175.0,146.0,80.0,8.0,287.0,7.0,17.0,41.2,9.0,1.0,156.0,542.0,301.0,13.0,5.0,0.0,12.0,23.0,170.0,141.0,82.9,10.0,6.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,67.0,8.0,7.0,53.3,35.0,9.0,0.0
Tinja-Riikka Korpela,fi FIN,GK,Everton,34-350,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,218.0,234.0,93.2,4296.0,1391.0,68.0,68.0,100.0,126.0,129.0,97.7,24.0,37.0,64.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,34.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,7.0,24.0,62.0,147.0,0.0,0.0,22.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,187.0,248.0,1.0,0.0,0.0,215.0,0.0,0.0,,0.0,0.0,178.0,771.0,404.0,0.0,0.0,0.0,0.0,0.0,164.0,164.0,100.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,,0.0,0.0,0.0
Cecilie Kvamme,no NOR,DF,West Ham,25-162,0.0,1.0,0.0,0.0,16.3,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,343.0,531.0,64.6,5645.0,2970.0,177.0,215.0,82.3,131.0,208.0,63.0,31.0,86.0,36.0,2.0,1.3,0.7,7.0,17.0,6.0,4.0,30.0,374.0,157.0,1.0,0.0,63.0,10.0,31.0,0.0,0.0,0.0,0.0,225.0,127.0,179.0,22.0,340.0,12.0,156.0,0.0,0.0,23.0,17.0,26.0,14.0,10.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,18.0,7.0,17.0,4.0,7.0,23.0,30.4,16.0,245.0,75.0,30.6,91.0,89.0,65.0,35.0,3.0,0.0,19.0,25.0,2.0,665.0,33.0,224.0,259.0,218.0,13.0,511.0,15.0,23.0,65.2,15.0,1.0,304.0,1367.0,860.0,31.0,12.0,4.0,15.0,6.0,376.0,282.0,75.0,18.0,12.7,0.0,0.0,0.0,13.0,3.0,3.0,0.0,0.0,0.0,106.0,4.0,15.0,21.1,21.0,11.0,0.0
Hayley Ladd,wal WAL,MF,Manchester Utd,27-196,1.0,9.0,4.0,44.4,15.4,0.0,0.0,0.0,1.0,1.0,0.11,0.0,0.0,380.0,504.0,75.4,7063.0,1779.0,161.0,193.0,83.4,169.0,208.0,81.3,46.0,89.0,51.7,5.0,2.3,2.7,8.0,40.0,6.0,0.0,42.0,493.0,11.0,8.0,1.0,88.0,10.0,3.0,2.0,1.0,0.0,1.0,329.0,80.0,95.0,81.0,377.0,27.0,1.0,5.0,5.0,14.0,16.0,12.0,16.0,14.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,28.0,9.0,16.0,7.0,14.0,30.0,46.7,16.0,208.0,84.0,40.4,58.0,119.0,31.0,22.0,2.0,0.0,17.0,18.0,0.0,617.0,26.0,171.0,376.0,105.0,11.0,610.0,5.0,13.0,38.5,7.0,0.0,372.0,1546.0,634.0,33.0,8.0,3.0,11.0,9.0,402.0,359.0,89.3,12.0,12.3,4.0,0.0,0.0,19.0,12.0,1.0,0.0,0.0,0.0,148.0,17.0,15.0,53.1,20.0,16.0,1.0
Stine Larsen,dk DEN,FW,Aston Villa LFC,25-086,1.0,20.0,3.0,15.0,14.3,0.0,1.0,1.0,2.7,2.0,0.1,-1.7,-2.0,137.0,208.0,65.9,1995.0,476.0,83.0,120.0,69.2,40.0,58.0,69.0,8.0,16.0,50.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0,10.0,180.0,28.0,0.0,0.0,57.0,2.0,7.0,0.0,0.0,0.0,0.0,129.0,39.0,40.0,64.0,92.0,8.0,10.0,6.0,2.0,10.0,5.0,10.0,5.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,22.0,7.0,15.0,5.0,6.0,17.0,35.3,11.0,264.0,62.0,23.5,38.0,134.0,92.0,20.0,3.0,0.0,9.0,16.0,0.0,376.0,15.0,58.0,204.0,136.0,43.0,347.0,17.0,27.0,63.0,17.0,0.0,211.0,941.0,532.0,32.0,10.0,4.0,36.0,23.0,489.0,210.0,42.9,43.0,11.1,2.0,0.0,0.0,23.0,11.0,3.0,0.0,0.0,0.0,55.0,36.0,49.0,42.4,59.0,5.0,0.0
Rose Lavelle,us USA,"MF,FW",Manchester City,25-341,1.0,18.0,8.0,44.4,15.9,0.0,0.0,0.0,2.1,2.1,0.12,-1.1,-1.1,177.0,231.0,76.6,2626.0,573.0,107.0,134.0,79.9,52.0,66.0,78.8,11.0,15.0,73.3,0.0,0.4,-0.4,3.0,12.0,7.0,2.0,19.0,229.0,2.0,0.0,1.0,42.0,3.0,9.0,0.0,0.0,0.0,0.0,162.0,44.0,25.0,122.0,91.0,6.0,1.0,3.0,2.0,10.0,3.0,7.0,13.0,9.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,1.0,3.0,7.0,3.0,11.0,27.3,8.0,119.0,48.0,40.3,12.0,44.0,63.0,5.0,1.0,0.0,4.0,3.0,0.0,325.0,4.0,33.0,143.0,167.0,37.0,323.0,11.0,27.0,40.7,13.0,2.0,236.0,1047.0,569.0,27.0,8.0,4.0,21.0,9.0,288.0,231.0,80.2,35.0,4.4,0.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,60.0,9.0,8.0,52.9,30.0,13.0,1.0
Gemma Lawley,eng ENG,"DF,MF",Birmingham City,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,23.0,38.0,60.5,502.0,181.0,5.0,9.0,55.6,14.0,20.0,70.0,4.0,6.0,66.7,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,34.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,7.0,7.0,24.0,2.0,4.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,14.0,4.0,28.6,8.0,6.0,0.0,6.0,2.0,0.0,2.0,16.0,0.0,66.0,15.0,41.0,23.0,5.0,0.0,62.0,1.0,1.0,100.0,1.0,0.0,28.0,167.0,80.0,3.0,2.0,0.0,0.0,1.0,22.0,21.0,95.5,1.0,2.2,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,13.0,7.0,6.0,53.8,1.0,1.0,0.0
Naomi Layzell,eng ENG,DF,Bristol City,17-050,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,48.0,59.0,81.4,988.0,265.0,15.0,17.0,88.2,26.0,30.0,86.7,7.0,11.0,63.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,58.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,11.0,3.0,13.0,44.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,1.0,0.0,1.0,5.0,20.0,4.0,60.0,15.0,25.0,48.0,11.0,1.0,12.0,4.0,0.0,7.0,27.0,1.0,116.0,34.0,94.0,19.0,5.0,1.0,115.0,0.0,0.0,,0.0,0.0,40.0,261.0,98.0,1.0,0.0,0.0,0.0,1.0,39.0,37.0,94.9,0.0,4.2,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,5.0,16.7,1.0,1.0,0.0
Maya Le Tissier,eng ENG,DF,Brighton,19-002,0.0,10.0,3.0,30.0,18.7,0.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5,590.0,919.0,64.2,12386.0,6755.0,196.0,240.0,81.7,287.0,421.0,68.2,103.0,229.0,45.0,0.0,0.6,-0.6,9.0,48.0,14.0,4.0,68.0,685.0,234.0,26.0,1.0,122.0,22.0,26.0,1.0,0.0,1.0,0.0,350.0,182.0,387.0,96.0,542.0,55.0,207.0,3.0,3.0,38.0,20.0,29.0,20.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.0,17.0,9.0,0.0,11.0,26.0,42.3,15.0,197.0,59.0,29.9,106.0,79.0,12.0,38.0,9.0,2.0,29.0,115.0,1.0,1177.0,102.0,497.0,540.0,188.0,15.0,949.0,13.0,21.0,61.9,13.0,0.0,518.0,2380.0,1313.0,34.0,10.0,1.0,15.0,18.0,550.0,508.0,92.4,16.0,19.0,3.0,0.0,0.0,12.0,22.0,0.0,0.0,2.0,0.0,211.0,31.0,18.0,63.3,33.0,11.0,0.0
Alisha Lehmann,ch SUI,FW,West Ham,22-089,0.0,10.0,3.0,30.0,18.0,0.0,0.0,0.0,1.1,1.1,0.11,-1.1,-1.1,52.0,88.0,59.1,851.0,243.0,28.0,41.0,68.3,21.0,30.0,70.0,3.0,9.0,33.3,0.0,0.1,-0.1,2.0,1.0,7.0,4.0,7.0,87.0,1.0,0.0,0.0,9.0,2.0,7.0,0.0,0.0,0.0,0.0,54.0,19.0,15.0,24.0,52.0,9.0,1.0,2.0,0.0,3.0,1.0,7.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,3.0,3.0,4.0,2.0,10.0,20.0,8.0,72.0,18.0,25.0,16.0,23.0,33.0,3.0,0.0,0.0,1.0,1.0,0.0,170.0,3.0,20.0,84.0,77.0,19.0,169.0,5.0,16.0,31.3,6.0,0.0,111.0,441.0,256.0,11.0,2.0,2.0,17.0,8.0,171.0,109.0,63.7,31.0,4.4,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,30.0,0.0,7.0,0.0,25.0,6.0,0.0
Kristine Leine,no NOR,DF,Reading,24-316,0.0,3.0,1.0,33.3,6.2,0.0,0.0,0.0,0.5,0.5,0.18,-0.5,-0.5,383.0,523.0,73.2,7790.0,2974.0,139.0,172.0,80.8,179.0,233.0,76.8,65.0,105.0,61.9,0.0,0.2,-0.2,3.0,27.0,6.0,3.0,40.0,424.0,99.0,2.0,0.0,83.0,7.0,12.0,0.0,0.0,0.0,0.0,266.0,129.0,128.0,85.0,311.0,23.0,97.0,1.0,1.0,20.0,15.0,19.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,14.0,15.0,8.0,1.0,7.0,24.0,29.2,17.0,158.0,53.0,33.5,90.0,57.0,11.0,33.0,7.0,0.0,27.0,49.0,1.0,657.0,57.0,293.0,309.0,97.0,9.0,558.0,5.0,5.0,100.0,5.0,0.0,324.0,1779.0,1059.0,30.0,10.0,1.0,9.0,5.0,318.0,296.0,93.1,7.0,10.8,2.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,124.0,13.0,21.0,38.2,14.0,4.0,0.0
Adriana Leon,ca CAN,FW,West Ham,28-200,1.0,25.0,13.0,52.0,19.6,1.0,0.0,0.0,1.9,1.9,0.08,-0.9,-0.9,174.0,257.0,67.7,3181.0,940.0,84.0,113.0,74.3,64.0,90.0,71.1,22.0,40.0,55.0,1.0,1.1,-0.1,10.0,17.0,5.0,0.0,24.0,222.0,35.0,7.0,0.0,52.0,10.0,19.0,17.0,9.0,5.0,0.0,147.0,52.0,58.0,52.0,185.0,12.0,4.0,0.0,2.0,4.0,11.0,10.0,30.0,10.0,7.0,6.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,5.0,7.0,6.0,7.0,20.0,35.0,13.0,192.0,58.0,30.2,42.0,74.0,76.0,11.0,0.0,0.0,1.0,1.0,1.0,413.0,4.0,54.0,194.0,195.0,39.0,380.0,23.0,48.0,47.9,31.0,5.0,284.0,1590.0,819.0,40.0,6.0,10.0,36.0,20.0,472.0,248.0,52.5,57.0,11.1,2.0,0.0,0.0,23.0,16.0,8.0,0.0,0.0,0.0,86.0,5.0,16.0,23.8,56.0,23.0,1.0
Lucia Leon,eng ENG,"FW,MF",Tottenham,23-078,1.0,4.0,2.0,50.0,12.7,0.0,0.0,1.0,0.3,0.3,0.07,0.7,0.7,30.0,51.0,58.8,541.0,219.0,16.0,22.0,72.7,9.0,15.0,60.0,5.0,8.0,62.5,0.0,0.1,-0.1,2.0,6.0,2.0,0.0,7.0,51.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,37.0,10.0,4.0,4.0,43.0,2.0,0.0,0.0,0.0,3.0,0.0,6.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,2.0,3.0,2.0,3.0,66.7,1.0,48.0,18.0,37.5,6.0,17.0,25.0,4.0,0.0,0.0,0.0,1.0,0.0,100.0,3.0,12.0,46.0,48.0,9.0,100.0,7.0,15.0,46.7,9.0,1.0,81.0,292.0,176.0,10.0,3.0,2.0,11.0,8.0,104.0,65.0,62.5,14.0,2.7,0.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,20.0,5.0,6.0,45.5,19.0,4.0,1.0
Melanie Leupolz,de GER,MF,Chelsea,27-006,4.0,21.0,8.0,38.1,21.6,0.0,1.0,2.0,3.3,1.8,0.08,0.7,1.2,593.0,719.0,82.5,11138.0,2175.0,242.0,276.0,87.7,264.0,314.0,84.1,74.0,106.0,69.8,1.0,0.4,0.6,10.0,60.0,5.0,1.0,61.0,707.0,12.0,6.0,2.0,90.0,18.0,4.0,0.0,0.0,0.0,0.0,496.0,106.0,117.0,136.0,538.0,30.0,4.0,2.0,2.0,14.0,7.0,11.0,26.0,17.0,0.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,26.0,9.0,26.0,5.0,14.0,41.0,34.1,27.0,273.0,92.0,33.7,51.0,176.0,46.0,19.0,1.0,0.0,16.0,24.0,0.0,891.0,15.0,197.0,555.0,189.0,27.0,878.0,11.0,13.0,84.6,12.0,0.0,562.0,2334.0,1167.0,38.0,15.0,2.0,24.0,13.0,652.0,602.0,92.3,44.0,13.8,2.0,0.0,0.0,32.0,11.0,0.0,0.0,0.0,0.0,154.0,17.0,9.0,65.4,37.0,26.0,3.0
Kim Little,sco SCO,MF,Arsenal,30-295,3.0,8.0,4.0,50.0,14.5,0.0,1.0,2.0,3.3,1.8,0.22,-0.3,0.2,399.0,471.0,84.7,7209.0,1663.0,187.0,207.0,90.3,156.0,173.0,90.2,50.0,72.0,69.4,2.0,2.1,-0.1,12.0,22.0,15.0,0.0,32.0,457.0,14.0,1.0,3.0,58.0,9.0,11.0,13.0,4.0,3.0,1.0,367.0,53.0,51.0,68.0,395.0,3.0,0.0,0.0,1.0,12.0,9.0,10.0,20.0,16.0,3.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,6.0,7.0,1.0,3.0,14.0,21.4,11.0,109.0,49.0,45.0,44.0,53.0,12.0,12.0,3.0,0.0,11.0,10.0,0.0,553.0,19.0,134.0,288.0,170.0,34.0,538.0,14.0,17.0,82.4,15.0,0.0,408.0,1868.0,735.0,41.0,12.0,6.0,15.0,16.0,411.0,365.0,88.8,40.0,10.1,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,119.0,9.0,8.0,52.9,31.0,17.0,2.0
Ruesha Littlejohn,ie IRL,MF,Birmingham City,30-291,0.0,7.0,1.0,14.3,19.4,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3,123.0,195.0,63.1,1780.0,404.0,75.0,95.0,78.9,35.0,53.0,66.0,8.0,28.0,28.6,0.0,0.2,-0.2,5.0,8.0,2.0,1.0,11.0,187.0,8.0,1.0,0.0,57.0,0.0,5.0,0.0,0.0,0.0,0.0,107.0,48.0,40.0,29.0,150.0,10.0,0.0,1.0,1.0,13.0,7.0,14.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,6.0,5.0,3.0,5.0,15.0,33.3,10.0,199.0,50.0,25.1,66.0,102.0,31.0,16.0,2.0,0.0,6.0,11.0,0.0,289.0,18.0,68.0,151.0,80.0,11.0,282.0,7.0,12.0,58.3,7.0,0.0,185.0,683.0,286.0,12.0,2.0,3.0,8.0,22.0,235.0,155.0,66.0,18.0,8.6,5.0,0.0,0.0,17.0,7.0,0.0,0.0,0.0,0.0,70.0,6.0,16.0,27.3,30.0,7.0,0.0
Chloe Logarzo,au AUS,"MF,FW",Bristol City,26-119,1.0,1.0,0.0,0.0,30.0,0.0,1.0,1.0,0.8,0.1,0.08,0.2,-0.1,97.0,140.0,69.3,1597.0,532.0,43.0,61.0,70.5,37.0,42.0,88.1,10.0,20.0,50.0,0.0,0.2,-0.2,3.0,5.0,2.0,2.0,7.0,121.0,19.0,4.0,0.0,21.0,3.0,6.0,4.0,1.0,0.0,0.0,84.0,36.0,20.0,17.0,105.0,9.0,2.0,2.0,5.0,4.0,7.0,8.0,7.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,5.0,2.0,3.0,6.0,50.0,3.0,104.0,20.0,19.2,39.0,46.0,19.0,12.0,2.0,0.0,6.0,7.0,0.0,220.0,12.0,58.0,106.0,60.0,14.0,200.0,7.0,12.0,58.3,8.0,0.0,124.0,450.0,179.0,10.0,1.0,3.0,12.0,16.0,146.0,103.0,70.5,21.0,6.5,0.0,0.0,0.0,8.0,12.0,2.0,0.0,0.0,0.0,54.0,9.0,11.0,45.0,28.0,6.0,0.0
Kate Longhurst,eng ENG,MF,West Ham,31-353,0.0,4.0,0.0,0.0,20.1,0.0,0.0,0.0,0.3,0.3,0.08,-0.3,-0.3,247.0,352.0,70.2,5039.0,1140.0,88.0,113.0,77.9,114.0,157.0,72.6,43.0,63.0,68.3,1.0,0.4,0.6,3.0,29.0,3.0,0.0,21.0,335.0,17.0,7.0,0.0,54.0,7.0,2.0,1.0,1.0,0.0,0.0,182.0,83.0,87.0,69.0,226.0,38.0,9.0,4.0,0.0,9.0,7.0,14.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,7.0,11.0,1.0,6.0,22.0,27.3,16.0,224.0,61.0,27.2,68.0,126.0,30.0,18.0,1.0,1.0,12.0,28.0,0.0,459.0,29.0,109.0,303.0,72.0,2.0,443.0,8.0,12.0,66.7,9.0,1.0,234.0,1172.0,421.0,15.0,7.0,1.0,10.0,7.0,252.0,205.0,81.3,11.0,10.6,3.0,0.0,0.0,16.0,6.0,1.0,0.0,0.0,0.0,144.0,9.0,6.0,60.0,17.0,5.0,0.0
Rikke Læntver Sevecke,dk DEN,DF,Everton,24-309,0.0,7.0,1.0,14.3,10.0,0.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3,911.0,1064.0,85.6,20602.0,6619.0,194.0,216.0,89.8,549.0,588.0,93.4,163.0,232.0,70.3,1.0,0.5,0.5,3.0,35.0,3.0,1.0,38.0,1027.0,37.0,28.0,0.0,84.0,20.0,1.0,0.0,0.0,0.0,0.0,793.0,106.0,165.0,383.0,639.0,22.0,9.0,3.0,2.0,18.0,19.0,19.0,14.0,9.0,0.0,0.0,2.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,22.0,17.0,16.0,5.0,1.0,8.0,18.0,44.4,10.0,121.0,50.0,41.3,68.0,41.0,12.0,25.0,9.0,0.0,26.0,74.0,1.0,1224.0,197.0,805.0,425.0,40.0,18.0,1187.0,10.0,11.0,90.9,10.0,0.0,842.0,3854.0,1965.0,33.0,4.0,0.0,4.0,3.0,847.0,829.0,97.9,2.0,15.5,1.0,0.0,0.0,14.0,8.0,0.0,2.0,0.0,1.0,197.0,26.0,13.0,66.7,7.0,14.0,0.0
